dll,rva,ord,type,who,kind,target,len
D2CLIENT.dll,0x64927,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2CLIENT.dll,0x64B45,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2CLIENT.dll,0x64B62,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2CLIENT.dll,0x651E0,10001,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D15E0,10
D2CLIENT.dll,0x65407,10001,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1410,6
D2CLIENT.dll,0x656F8,10001,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,12
D2CLIENT.dll,0x659CD,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x101B5760,13
D2CLIENT.dll,0x65D47,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018EB20,4
D2CLIENT.dll,0x65D7E,10001,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,4
D2CLIENT.dll,0x65D95,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018EB20,16
D2CLIENT.dll,0x65E46,10001,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D14E0,32
D2CLIENT.dll,0x6621C,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241A90,4
D2CLIENT.dll,0x66278,10001,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1501,30
D2CLIENT.dll,0x662AA,10001,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1620,34
D2CLIENT.dll,0x6A2A4,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10242300,4
D2CLIENT.dll,0x6A3AA,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10242300,4
D2CLIENT.dll,0x6B66E,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5A70,4
D2CLIENT.dll,0x6CAC6,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101BA3C0,4
D2CLIENT.dll,0x6CD95,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10242050,4
D2CLIENT.dll,0x6CE53,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241CD0,4
D2CLIENT.dll,0x6CF88,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101BA3C0,4
D2CLIENT.dll,0x6CFBC,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5A70,4
D2CLIENT.dll,0x6DFC2,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5A70,4
D2CLIENT.dll,0x6FFC4,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B6E80,4
D2CLIENT.dll,0x70B76,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240E80,4
D2CLIENT.dll,0x718D6,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F790,4
D2CLIENT.dll,0x71AB7,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101BA500,4
D2CLIENT.dll,0x71B50,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101BA500,4
D2CLIENT.dll,0x71BA5,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101BA500,4
D2CLIENT.dll,0x71C23,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F790,4
D2CLIENT.dll,0x71D68,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F790,4
D2CLIENT.dll,0x71EA8,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F790,4
D2CLIENT.dll,0x735AA,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5C70,4
D2CLIENT.dll,0x741EE,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x742D1,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x74444,10001,NOP-out,logic-nop,code-removed,,6
D2CLIENT.dll,0x74A79,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x762DC,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C58B0,4
D2CLIENT.dll,0x76B7B,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C58B0,4
D2CLIENT.dll,0x776CE,10001,NOP-out,logic-nop,code-removed,,6
D2CLIENT.dll,0x77774,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C58B0,4
D2CLIENT.dll,0x79676,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F140,4
D2CLIENT.dll,0x79C8A,10001,inline-edit,logic-inline,value-edit,,2
D2CLIENT.dll,0x79CAA,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10240FE0,8
D2CLIENT.dll,0x79D45,10001,inline-edit,logic-inline,value-edit,,2
D2CLIENT.dll,0x79D60,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10240F90,8
D2CLIENT.dll,0x79E4B,10001,inline-edit,logic-inline,value-edit,,2
D2CLIENT.dll,0x79E66,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10240FC0,8
D2CLIENT.dll,0x7A18F,10001,inline-edit,logic-inline,value-edit,,2
D2CLIENT.dll,0x7A1A6,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10241010,10
D2CLIENT.dll,0x7A26F,10001,inline-edit,logic-inline,value-edit,,2
D2CLIENT.dll,0x7A286,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10241020,10
D2CLIENT.dll,0x7A36B,10001,inline-edit,logic-inline,value-edit,,2
D2CLIENT.dll,0x7A388,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10240FB0,6
D2CLIENT.dll,0x7A50A,10001,inline-edit,logic-inline,value-edit,,2
D2CLIENT.dll,0x7A521,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10241000,10
D2CLIENT.dll,0x7AC5B,10001,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,4
D2CLIENT.dll,0x7B471,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x7C38D,10001,NOP-out,logic-nop,code-removed,,45
D2CLIENT.dll,0x7D9EC,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x7DA1B,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B9CA0,4
D2CLIENT.dll,0x7E678,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B6E80,4
D2CLIENT.dll,0x7E920,10001,inline-edit,logic-inline,value-edit,,3
D2CLIENT.dll,0x7F806,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B6E80,4
D2CLIENT.dll,0x7F8F5,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B6E80,4
D2CLIENT.dll,0x7F99C,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B6E80,4
D2CLIENT.dll,0x7F9D4,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B6E80,4
D2CLIENT.dll,0x7FAD0,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B6E80,4
D2CLIENT.dll,0x7FB0C,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B6E80,4
D2CLIENT.dll,0x7FB29,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B6E80,4
D2CLIENT.dll,0x80CB7,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B5810,4
D2CLIENT.dll,0x8151A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B5810,4
D2CLIENT.dll,0x82729,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x82737,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5EF0,4
D2CLIENT.dll,0x834C8,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C4FD0,4
D2CLIENT.dll,0x83698,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C4FD0,4
D2CLIENT.dll,0x83E03,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x84013,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x84193,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x842B4,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x845CB,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x847EA,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x84C38,10001,NOP-out,logic-nop,code-removed,,5
D2CLIENT.dll,0x85038,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x855C0,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x8575F,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x87C62,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x87CF5,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x87FFC,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8803B,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8828E,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x88458,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8856B,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x885DB,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x88668,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x88735,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x887A9,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x887D0,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x88849,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x88870,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x888F7,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x88975,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x889E7,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x88AA4,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x88AE4,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B9CA0,4
D2CLIENT.dll,0x88C7F,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x88EF5,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8912C,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x892CE,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B55F0,4
D2CLIENT.dll,0x8931C,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8939E,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102418E0,4
D2CLIENT.dll,0x893C8,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x894D3,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8985A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
D2CLIENT.dll,0x8995B,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2CLIENT.dll,0x89E34,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F790,4
D2CLIENT.dll,0x8A4D0,10001,JMP-detour,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D16B0,5
D2CLIENT.dll,0x8B1D8,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B57B0,4
D2CLIENT.dll,0x8B1E8,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B57B0,4
D2CLIENT.dll,0x8B679,10001,inline-edit,logic-inline,value-edit,,9
D2CLIENT.dll,0x8B6C8,10001,inline-edit,logic-inline,value-edit,,17
D2CLIENT.dll,0x8BDBD,10001,inline-edit,logic-inline,value-edit,,9
D2CLIENT.dll,0x8BED7,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8C1ED,10001,inline-edit,logic-inline,value-edit,,2
D2CLIENT.dll,0x8C7C9,10001,NOP-out,logic-nop,code-removed,,2
D2CLIENT.dll,0x8CD59,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8D106,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8D117,10001,inline-edit,logic-inline,value-edit,,4
D2CLIENT.dll,0x8D126,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8D140,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1018AB60,4
D2CLIENT.dll,0x8D154,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8D170,10001,partial-NOP,logic-nop,code-removed,,11
D2CLIENT.dll,0x8D1B9,10001,partial-NOP,logic-nop,code-removed,,5
D2CLIENT.dll,0x8D1F2,10001,inline-edit,logic-inline,value-edit,,5
D2CLIENT.dll,0x8D3F3,10001,inline-edit,logic-inline,value-edit,,9
D2CLIENT.dll,0x8D40D,10001,inline-edit,other:D2CLIENT.dll,rel-branch,0x6FB3D319,10
D2CLIENT.dll,0x8DBB3,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8DC28,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8E995,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10217840,4
D2CLIENT.dll,0x8EFA7,10001,inline-edit,logic-inline,value-edit,,7
D2CLIENT.dll,0x8F880,10001,NOP-out,logic-nop,code-removed,,10
D2CLIENT.dll,0x8FC63,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x8FCD7,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x90906,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x90C71,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x92366,10001,CALL-patch,PD2:BH.dll,control-redirect,0x03EADF40,6
D2CLIENT.dll,0x926EC,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10242350,4
D2CLIENT.dll,0x927F3,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101BB460,4
D2CLIENT.dll,0x92817,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101BB460,4
D2CLIENT.dll,0x9308D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241370,4
D2CLIENT.dll,0x93845,10001,inline-edit,logic-inline,value-edit,,9
D2CLIENT.dll,0x93857,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x93895,10001,inline-edit,other:D2CLIENT.dll,rel-branch,0x6FB437A1,10
D2CLIENT.dll,0x938FA,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x93982,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0x939B0,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0x939D7,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D40,4
D2CLIENT.dll,0x93A6F,10001,CALL-patch,PD2:BH.dll,control-redirect,0x03EADFE0,5
D2CLIENT.dll,0x93ADA,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x93BE3,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101BB460,4
D2CLIENT.dll,0x93C0B,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101BB460,4
D2CLIENT.dll,0x93E30,10001,NOP-out,logic-nop,code-removed,,40
D2CLIENT.dll,0x93E66,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241370,4
D2CLIENT.dll,0x94162,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10242350,4
D2CLIENT.dll,0x941B7,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102409C0,4
D2CLIENT.dll,0x945EA,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x94AB4,10001,CALL-patch,PD2:BH.dll,control-redirect,0x03EADFD0,6
D2CLIENT.dll,0x95260,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241C90,4
D2CLIENT.dll,0x9533D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241C90,4
D2CLIENT.dll,0x953E2,10001,CALL-patch,PD2:BH.dll,control-redirect,0x03EADFC0,6
D2CLIENT.dll,0x953F7,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x954E4,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241C90,4
D2CLIENT.dll,0x955B8,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241C90,4
D2CLIENT.dll,0x9570A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241C90,4
D2CLIENT.dll,0x9584A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241C90,4
D2CLIENT.dll,0x95932,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x95A55,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241C90,4
D2CLIENT.dll,0x95B74,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241C90,4
D2CLIENT.dll,0x96ADB,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x96D2A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102270D0,4
D2CLIENT.dll,0x970FB,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x983C0,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x985E8,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x9863B,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x98B7A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2CLIENT.dll,0x9963C,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x99648,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x99758,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x99A12,10001,inline-edit,logic-inline,value-edit,,6
D2CLIENT.dll,0x99A84,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x9A6D0,10001,inline-edit,logic-inline,value-edit,,3
D2CLIENT.dll,0x9A70A,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x9A716,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x9AD10,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10217840,4
D2CLIENT.dll,0x9B645,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0x9F3A5,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102422E0,4
D2CLIENT.dll,0x9FB29,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B9CF0,4
D2CLIENT.dll,0x9FC19,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241C90,4
D2CLIENT.dll,0xA059B,10001,inline-edit,logic-inline,value-edit,,18
D2CLIENT.dll,0xA05B6,10001,inline-edit,other:mswsock.dll,rel-branch,0x70E7AE3A,4
D2CLIENT.dll,0xA2AA5,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x1023EA70,79
D2CLIENT.dll,0xA2F37,10001,NOP-out,logic-nop,code-removed,,6
D2CLIENT.dll,0xA3B63,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xA3B73,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xA3B86,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xA3B96,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xA3FC1,10001,inline-edit,logic-inline,value-edit,,3
D2CLIENT.dll,0xA4261,10001,inline-edit,logic-inline,value-edit,,3
D2CLIENT.dll,0xA5A11,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5C70,4
D2CLIENT.dll,0xA5A26,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5C70,4
D2CLIENT.dll,0xA6BA3,10001,CALL-patch,PD2:BH.dll,control-redirect,0x03EAE0F0,6
D2CLIENT.dll,0xA748A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C4FD0,4
D2CLIENT.dll,0xA7B1C,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0xA7F7C,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F790,4
D2CLIENT.dll,0xA9CFF,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FCF0,4
D2CLIENT.dll,0xA9D69,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FCF0,4
D2CLIENT.dll,0xAA6D8,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102420A0,4
D2CLIENT.dll,0xAABBF,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102420A0,4
D2CLIENT.dll,0xAAC1D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102420A0,4
D2CLIENT.dll,0xAAE4C,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102420A0,4
D2CLIENT.dll,0xACE62,10001,inline-edit,PD2:BH.dll,rel-branch,0x03E8D390,4
D2CLIENT.dll,0xAD484,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E800,4
D2CLIENT.dll,0xAD697,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241840,4
D2CLIENT.dll,0xAD74E,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FF10,4
D2CLIENT.dll,0xAE0DB,10001,inline-edit,PD2:BH.dll,rel-branch,0x03E8D540,4
D2CLIENT.dll,0xAE0F9,10001,inline-edit,PD2:BH.dll,rel-branch,0x03E8D560,4
D2CLIENT.dll,0xAE109,10001,inline-edit,PD2:BH.dll,rel-branch,0x03EA9480,4
D2CLIENT.dll,0xAE118,10001,inline-edit,PD2:BH.dll,rel-branch,0x03E8D580,4
D2CLIENT.dll,0xAF6BB,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5C70,4
D2CLIENT.dll,0xAF950,10001,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1522,32
D2CLIENT.dll,0xB1529,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023EC90,4
D2CLIENT.dll,0xB363D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102424E0,4
D2CLIENT.dll,0xBC6DD,10001,inline-edit,logic-inline,value-edit,,1
D2CLIENT.dll,0xBC9F0,10001,inline-edit,logic-inline,value-edit,,5
D2CLIENT.dll,0xBCB30,10001,NOP-out,logic-nop,code-removed,,10
D2CLIENT.dll,0xBCCA7,10001,NOP-out,logic-nop,code-removed,,5
D2CLIENT.dll,0xBD3CB,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CEA00,4
D2CLIENT.dll,0xBD3DB,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CEA00,4
D2CLIENT.dll,0xBD91F,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10240240,10
D2CLIENT.dll,0xBDEF5,10001,inline-edit,logic-inline,value-edit,,6
D2CLIENT.dll,0xBDF44,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F130,4
D2CLIENT.dll,0xBE952,10001,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,16
D2CLIENT.dll,0xBEE20,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xBEE2D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xBF0E2,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101B3A80,4
D2CLIENT.dll,0xBF944,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2CLIENT.dll,0xBF973,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2CLIENT.dll,0xBFA25,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xBFA35,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xBFA74,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xBFA84,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xBFAC4,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xBFAD4,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xBFB1D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xBFB2D,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xBFB6A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xBFB7A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xBFBB7,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xBFBC7,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xBFC04,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xBFC14,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xBFC5A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D30,4
D2CLIENT.dll,0xBFC6A,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241D20,4
D2CLIENT.dll,0xC0365,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2CLIENT.dll,0xC0E9A,10001,CALL-patch,PD2:BH.dll,control-redirect,0x03EAE0A0,6
D2CLIENT.dll,0xC1086,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E5B0,4
D2CLIENT.dll,0xC1524,10001,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F790,4
D2CLIENT.dll,0xC1B1F,10001,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x101B5760,12
