dll,rva,ord,type,who,kind,target,len
Game.exe,0x07640,,inline-edit,PD2:PD2_EXT.dll,rel-branch,0x6E6E1000,4
Game.exe,0x082DE,,inline-edit,PD2:PD2_EXT.dll,rel-branch,0x6E6E1080,4
Game.exe,0x083EF,,NOP-out,logic-nop,code-removed,,33
D2Win.dll,0x175C8,10149,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D19E0,17
D2Win.dll,0x175E6,10149,NOP-out,logic-nop,code-removed,,3
D2Win.dll,0x181E2,10144,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10187CB0,4
D2Win.dll,0x18258,10144,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10187CB0,4
D2Win.dll,0x187E0,10024,JMP-detour,HARNESS:D2Debugger,control-redirect,0x6C9B5CD0,8
D2Win.dll,0x18911,10024,CALL-patch,PD2:BH.dll,control-redirect,0x03E8D360,5
D2Win.dll,0x18A5D,10014,NOP-out,logic-nop,code-removed,,6
D2Win.dll,0x1A2A1,10014,inline-edit,logic-inline,value-edit,,18
D2sound.dll,0x07F26,10010,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10195550,4
D2sound.dll,0x082FB,10070,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10195560,4
D2sound.dll,0x09A21,10013,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2sound.dll,0x09A51,10040,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2sound.dll,0x09A81,10022,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2sound.dll,0x09AB1,10004,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2sound.dll,0x09AE1,10029,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2sound.dll,0x09B11,10066,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199DF0,4
D2sound.dll,0x09B79,10042,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2sound.dll,0x09B9F,10042,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2sound.dll,0x09BC5,10042,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2sound.dll,0x09BEB,10042,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2sound.dll,0x09C11,10042,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2sound.dll,0x09C37,10042,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2MCPClient.dll,0x0644C,10021,inline-edit,logic-inline,value-edit,,1
D2MCPClient.dll,0x069D7,10050,CALL-patch,PD2:BH.dll,control-redirect,0x03E8D3D0,5
Fog.dll,0x17E75,10116,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
Fog.dll,0x17EA8,10116,inline-edit,PD2:PD2_EXT.dll,rel-branch,0x6E6E1050,4
Fog.dll,0x17EC2,10116,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
Fog.dll,0x17F75,10115,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199BD0,4
Fog.dll,0x17FB8,10115,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199D40,4
D2gfx.dll,0x07FD0,10025,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1960,36
D2gfx.dll,0x0811B,10067,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1900,65
D2gfx.dll,0x083CE,10060,CALL-patch,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D18E0,61
D2gfx.dll,0x0AF0A,10085,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2gfx.dll,0x0AF38,10085,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10199C90,4
D2Lang.dll,0x092B2,10009,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x01150,,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3FC0,10
D2COMMON.dll,0x01250,,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3FD0,10
D2COMMON.dll,0x01770,,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3E10,10
D2COMMON.dll,0x017A0,,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3920,10
D2COMMON.dll,0x0A0B0,10726,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD4EC0,5
D2COMMON.dll,0x0C59C,10726,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x1023F410,7
D2COMMON.dll,0x0E0D5,10223,inline-edit,logic-inline,value-edit,,1
D2COMMON.dll,0x11F30,10342,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C7210,4
D2COMMON.dll,0x132A0,10991,JMP-detour,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1320,5
D2COMMON.dll,0x13340,10333,JMP-detour,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1340,5
D2COMMON.dll,0x182ED,10454,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5820,4
D2COMMON.dll,0x19FEA,10974,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x1023F410,6
D2COMMON.dll,0x1A2E2,11104,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10240790,26
D2COMMON.dll,0x1E7D4,10387,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2COMMON.dll,0x1EFE3,10801,inline-edit,logic-inline,value-edit,,1
D2COMMON.dll,0x1EFF5,10801,inline-edit,logic-inline,value-edit,,1
D2COMMON.dll,0x1FE37,10010,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2COMMON.dll,0x20A5D,10956,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2COMMON.dll,0x20BE7,10964,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2COMMON.dll,0x20DF9,10964,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2COMMON.dll,0x210D7,10836,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5E00,4
D2COMMON.dll,0x213FD,10946,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5A70,4
D2COMMON.dll,0x2155E,10457,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5A70,4
D2COMMON.dll,0x22920,10211,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD6730,10
D2COMMON.dll,0x229D0,10026,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3780,6
D2COMMON.dll,0x22A20,10279,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD35E0,6
D2COMMON.dll,0x22AD0,10017,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD68D0,10
D2COMMON.dll,0x22B70,10743,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD6A70,10
D2COMMON.dll,0x22C20,10119,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3440,6
D2COMMON.dll,0x22E70,11137,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD32A0,10
D2COMMON.dll,0x23050,10395,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD6C10,6
D2COMMON.dll,0x23230,10394,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD6F50,6
D2COMMON.dll,0x23360,10556,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3AD0,6
D2COMMON.dll,0x233B0,10710,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3930,6
D2COMMON.dll,0x23450,10208,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD6DB0,6
D2COMMON.dll,0x23590,11155,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3E20,6
D2COMMON.dll,0x23A40,11028,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD63C0,6
D2COMMON.dll,0x23AF0,10257,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD7290,6
D2COMMON.dll,0x23B40,10106,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD6590,6
D2COMMON.dll,0x24132,10796,NOP-out,logic-nop,code-removed,,22
D2COMMON.dll,0x24BA0,10792,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3C70,6
D2COMMON.dll,0x24BF0,10326,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD70F0,6
D2COMMON.dll,0x252CD,10893,inline-edit,logic-inline,value-edit,,1
D2COMMON.dll,0x25804,10893,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,4
D2COMMON.dll,0x26473,10463,NOP-out,logic-nop,code-removed,,2
D2COMMON.dll,0x27029,10244,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C6DA0,4
D2COMMON.dll,0x2703B,10244,partial-NOP,logic-nop,code-removed,,41
D2COMMON.dll,0x2983D,11057,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x29BEB,11057,partial-NOP,logic-nop,code-removed,,29
D2COMMON.dll,0x29D7E,10107,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102408D0,4
D2COMMON.dll,0x2B08D,11095,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60D0,4
D2COMMON.dll,0x2B0AA,11095,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60D0,4
D2COMMON.dll,0x2B0C7,11095,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60D0,4
D2COMMON.dll,0x2B0E4,11095,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60D0,4
D2COMMON.dll,0x2B107,11095,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60D0,4
D2COMMON.dll,0x2B12A,11095,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60D0,4
D2COMMON.dll,0x2B33F,11095,inline-edit,logic-inline,value-edit,,10
D2COMMON.dll,0x2C876,11145,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x2D2C9,10459,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x1023F120,8
D2COMMON.dll,0x2E905,10577,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241190,4
D2COMMON.dll,0x2E925,10034,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241190,4
D2COMMON.dll,0x2E945,10421,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241190,4
D2COMMON.dll,0x2E9C1,11060,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x2F1B0,10175,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD5530,6
D2COMMON.dll,0x2FE10,10331,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD6220,6
D2COMMON.dll,0x30240,11142,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD6080,6
D2COMMON.dll,0x30290,10651,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD7F00,6
D2COMMON.dll,0x30420,10507,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD8580,6
D2COMMON.dll,0x30460,10828,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD83E0,6
D2COMMON.dll,0x304E0,10663,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD80A0,6
D2COMMON.dll,0x31944,10049,inline-edit,logic-inline,value-edit,,10
D2COMMON.dll,0x327E0,10797,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241190,4
D2COMMON.dll,0x3282C,10099,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241190,4
D2COMMON.dll,0x32840,10099,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241190,4
D2COMMON.dll,0x32862,10099,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241190,4
D2COMMON.dll,0x32C40,10689,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240CF0,4
D2COMMON.dll,0x3319A,10819,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F660,4
D2COMMON.dll,0x33216,10819,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F660,4
D2COMMON.dll,0x332AC,10819,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F660,4
D2COMMON.dll,0x33353,10819,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F660,4
D2COMMON.dll,0x3340D,10819,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F660,4
D2COMMON.dll,0x334AC,10819,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x102404C0,33
D2COMMON.dll,0x345D0,10123,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD7880,7
D2COMMON.dll,0x34620,10730,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD4D20,11
D2COMMON.dll,0x34860,11058,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD5D40,26
D2COMMON.dll,0x348D0,10259,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD7BC0,6
D2COMMON.dll,0x348F0,10392,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD7A20,6
D2COMMON.dll,0x34950,11130,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD8720,7
D2COMMON.dll,0x349C0,10462,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD5EE0,7
D2COMMON.dll,0x34A10,10950,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD7D60,7
D2COMMON.dll,0x34B20,10528,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD5860,6
D2COMMON.dll,0x34B50,10780,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD5060,6
D2COMMON.dll,0x34C60,10800,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD8240,7
D2COMMON.dll,0x34C70,11046,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD5A00,7
D2COMMON.dll,0x34CD0,10616,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD5BA0,10
D2COMMON.dll,0x35800,10775,JMP-detour,HARNESS:D2Debugger,control-redirect,0x6C9B5620,7
D2COMMON.dll,0x36700,10766,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD56D0,5
D2COMMON.dll,0x36720,10963,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD88C0,6
D2COMMON.dll,0x36730,10513,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD53A0,5
D2COMMON.dll,0x36740,10614,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD7460,22
D2COMMON.dll,0x378EC,11074,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FD30,4
D2COMMON.dll,0x379E7,10358,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FD30,4
D2COMMON.dll,0x379FC,10358,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FD30,4
D2COMMON.dll,0x37ABC,10447,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FD30,4
D2COMMON.dll,0x37B60,10135,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FD30,4
D2COMMON.dll,0x37C81,10895,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FD30,4
D2COMMON.dll,0x37D01,10337,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FD30,4
D2COMMON.dll,0x37D16,10337,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FD30,4
D2COMMON.dll,0x384D3,10872,inline-edit,logic-inline,value-edit,,15
D2COMMON.dll,0x3850C,10195,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240CF0,4
D2COMMON.dll,0x3853D,10871,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x38BC5,10973,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F620,4
D2COMMON.dll,0x391E4,10848,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F620,4
D2COMMON.dll,0x393CB,10830,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F620,4
D2COMMON.dll,0x3947E,10910,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F620,4
D2COMMON.dll,0x39D9A,10379,partial-NOP,logic-nop,code-removed,,19
D2COMMON.dll,0x39F16,10379,partial-NOP,logic-nop,code-removed,,17
D2COMMON.dll,0x3A710,10551,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10240630,28
D2COMMON.dll,0x3A74F,10887,inline-edit,logic-inline,value-edit,,2
D2COMMON.dll,0x3A75B,10887,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C5860,4
D2COMMON.dll,0x3AAD3,10656,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x3AC7A,11040,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240CF0,4
D2COMMON.dll,0x3B1E0,10585,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD3FE0,6
D2COMMON.dll,0x3E980,10688,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD4B80,10
D2COMMON.dll,0x46AD6,10890,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60A0,4
D2COMMON.dll,0x46B37,10890,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60A0,4
D2COMMON.dll,0x46B98,10890,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60A0,4
D2COMMON.dll,0x46BF9,10890,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60A0,4
D2COMMON.dll,0x46C60,10890,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60A0,4
D2COMMON.dll,0x46CC7,10890,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60A0,4
D2COMMON.dll,0x46D25,10890,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C60A0,4
D2COMMON.dll,0x4704C,10890,inline-edit,logic-inline,value-edit,,12
D2COMMON.dll,0x470B4,10890,inline-edit,logic-inline,value-edit,,12
D2COMMON.dll,0x4716D,10803,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240CF0,4
D2COMMON.dll,0x472C5,10803,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C6080,4
D2COMMON.dll,0x47772,10914,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C6080,4
D2COMMON.dll,0x4D8A0,11158,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD4680,6
D2COMMON.dll,0x4D8C0,11026,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD2E30,6
D2COMMON.dll,0x4DAC0,10375,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD4400,5
D2COMMON.dll,0x4DB40,10132,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD4900,6
D2COMMON.dll,0x4DB70,11087,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD4180,6
D2COMMON.dll,0x4E1D0,10601,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD30B0,6
D2COMMON.dll,0x50444,11091,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x5054B,10121,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x51F7A,10483,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x522DB,10567,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x52462,10787,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10240570,4
D2COMMON.dll,0x5250C,10056,inline-edit,logic-inline,value-edit,,3
D2COMMON.dll,0x66800,10531,CALL-patch,PD2:ProjectDiablo.dll,control-redirect,0x10240650,150
D2COMMON.dll,0x6AC20,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AC6B,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6ACB6,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AD01,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AD4C,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AD97,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6ADE2,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AE2D,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AE78,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AEBD,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AF02,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AF3C,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AF78,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6AFC0,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6B000,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6B045,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6B08D,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6B0D5,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6B123,10347,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F630,4
D2COMMON.dll,0x6BBCF,10413,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102403B0,4
D2COMMON.dll,0x6BBE2,10413,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102403B0,4
D2COMMON.dll,0x6BD1B,10413,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102404B0,4
D2COMMON.dll,0x6BD73,10413,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101CE170,4
D2COMMON.dll,0x6BF88,10413,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x102404B0,4
D2COMMON.dll,0x6CEF4,10014,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F750,4
D2COMMON.dll,0x6CFB0,10014,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,4
D2COMMON.dll,0x6CFD1,10014,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,4
D2COMMON.dll,0x6CFF3,10014,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,4
D2COMMON.dll,0x6D013,10014,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,4
D2COMMON.dll,0x6FAD4,10148,inline-edit,PD2:ProjectDiablo.dll,abs-ptr,,15
D2COMMON.dll,0x719A0,10695,JMP-detour,HARNESS:D2MOO-reimpl,control-redirect,0x6CAD5200,10
D2COMMON.dll,0x81F20,10701,JMP-detour,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D1370,5
D2COMMON.dll,0x81FB0,10760,JMP-detour,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D13A0,5
D2COMMON.dll,0x82030,11012,JMP-detour,PD2:SGD2FreeRes.dll,control-redirect,0x6C7D13C0,5
D2COMMON.dll,0x82CB5,11012,NOP-out,logic-nop,code-removed,,30
D2COMMON.dll,0x8605B,10666,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023F270,4
D2GAME.dll,0x0EB2B,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E7A0,4
D2GAME.dll,0x0EB81,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E510,4
D2GAME.dll,0x0EB97,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x0EBF7,,NOP-out,logic-nop,code-removed,,6
D2GAME.dll,0x0EC43,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x101C6080,13
D2GAME.dll,0x0ECB5,,NOP-out,logic-nop,code-removed,,6
D2GAME.dll,0x0EE86,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x0F24C,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x0F5CE,,inline-edit,logic-inline,value-edit,,1
D2GAME.dll,0x0F782,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0F7F6,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0F80B,,inline-edit,logic-inline,value-edit,,24
D2GAME.dll,0x0F832,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0F88E,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0F8DB,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0F8EA,,inline-edit,logic-inline,value-edit,,10
D2GAME.dll,0x0F954,,inline-edit,logic-inline,value-edit,,17
D2GAME.dll,0x0F974,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0F9CD,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0FA1C,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0FA2A,,inline-edit,logic-inline,value-edit,,10
D2GAME.dll,0x0FA94,,inline-edit,logic-inline,value-edit,,17
D2GAME.dll,0x0FAB4,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0FB0D,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0FB5C,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0FB6A,,inline-edit,logic-inline,value-edit,,2
D2GAME.dll,0x0FC0F,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x1040D,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1022CCA0,4
D2GAME.dll,0x1047D,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1022CCA0,4
D2GAME.dll,0x106B0,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241F40,4
D2GAME.dll,0x108A7,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E510,4
D2GAME.dll,0x10CA9,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10241F40,4
D2GAME.dll,0x10D58,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1022CDA0,4
D2GAME.dll,0x1151F,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1021E7A0,4
D2GAME.dll,0x115EE,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x10221B90,4
D2GAME.dll,0x1185A,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023E510,4
D2GAME.dll,0x12A0C,,inline-edit,PD2:ProjectDiablo.dll,rel-branch,0x1023FE90,4
D2GAME.dll,0x12F16,,inline-edit,logic-inline,value-edit,,1
